Full Address,Latitude,Longitude,category,rating,no_of_rating,location,phone_no,type
"Manglam Sweets & Chat House Basarh, Chak Ramdas, Bihar",25.9946526,85.1171208,Sweet shop,4.3,4,"Basarh, Chak Ramdas, Bihar",,",Dine-in"
"SWAGAT Patna, Bihar",25.6150003,85.1158272,General store,4,99,"Patna, Bihar",0612 226 3090,",Delivery"
"Mausam Minakshi shop Patna, Bihar",25.6067667,85.1548061,Clothing store,2.7,3,"Patna, Bihar",,",In-store shopping"
"Najo Bazaar Bihar Sharif, Bihar",25.1968762,85.5213067,Shopping mall,3.9,40,"Bihar Sharif, Bihar",,
"Aasman Fresh Patna, Bihar",25.6140011,85.1138772,Department store,4.5,487,"Patna, Bihar",087899 34416,
"Bihar Kirana Store Patna, Bihar",25.6000866,85.1264242,General store,3.6,7,"Patna, Bihar",0612 222 6391,",Delivery"
"Muskan Famous Seat Centre Muzaffarpur, Bihar",26.139562,85.364144,Auto Accessories Store,4.3,3,"Muzaffarpur, Bihar",082712 87676,",Delivery"
TRENDS Bihar,25.9644427,85.2722472,Clothing store,3.9,130,Bihar,Closes soon,
"Vaishali Pastry Shop Muzaffarpur, Bihar",26.1199335,85.3864135,Cake shop,4,219,"Muzaffarpur, Bihar",098714 26910,"Delivery,In-store pick-up"
"Bombay Dyeing Patna, Bihar",25.5940947,85.1375645,Clothing store,4.1,167,"Patna, Bihar",022 6662 0000,
"APR City Center Mall Gaya, Bihar",24.7914959,84.9997008,Shopping mall,4.1,8400,"Gaya, Bihar",0631 222 6222,
"Maharaj Dugdh Bhandar Muzaffarpur, Bihar",26.1245687,85.3865438,Sweet shop,4.3,290,"Muzaffarpur, Bihar",,",Delivery"
"SAI MEGA MART Hajipur, Bihar",25.6933936,85.2122582,Shopping mall,3.7,53,"Hajipur, Bihar",,
"Shweta Roop Sringar And Abhisek Shoes Place Phulhar, Bihar",26.5860853,85.9052459,Shopping mall,4,3,"Phulhar, Bihar",,",In-store shopping"
"Madarna Urf G0pinathpur Madarna, Bihar",25.9493049,85.1858989,Clothing store,4.4,89,"Madarna, Bihar",,
"TRENDS Lalganj, Bihar",25.8664199,85.1813149,Clothing store,4.1,67,"Lalganj, Bihar",093041 79746,
"Utsav Dresses And Readymade(Mens, Ladies & Kids Wear Mathahi, Bihar",25.9082517,86.7267369,Shopping mall,4,2,"Mathahi, Bihar",,
"chaudhary jee sweets Unsar, Bihar",26.1805249,85.5595534,Indian,4.1,202,"Unsar, Bihar",,
"Fair Price Cloth Shop Patna, Bihar",25.59102,85.159989,Clothing store,4.8,5,"Patna, Bihar",089862 70585,"Delivery,In-store shopping"
"World Famous Alisha Stores Muzaffarpur, Bihar",26.1241949,85.3948696,General store,,,"Muzaffarpur, Bihar",096933 38951,",In-store shopping"
"Tandon's - Sweets and Snacks Patna, Bihar",25.5979092,85.2283988,Sweet shop,4,456,"Patna, Bihar",093343 69201,
"Icon Plaza Mall Bhagwanpur, Bihar",26.1167557,85.3599192,Shopping mall,4.3,611,"Bhagwanpur, Bihar",,",On-site services"
"Basant Pan Bhandar Ambara Chowk Vaishali, Bihar",26.0030362,85.0769596,Store,3.8,44,"Vaishali, Bihar",094712 72858,
"Haji Bhai (हाजी भाई) Patna, Bihar",25.6097187,85.1345748,Designer Clothing Store,3.8,20,"Patna, Bihar",094310 49351,",Delivery"
"Famous tailor Ramnagar, Bihar",27.1647761,84.3290562,Clothing store,,,"Ramnagar, Bihar",,
"Goberdhanram Ramashish Prasad & Company Jewellers Muzaffarpur, Bihar",26.123783,85.3931189,Jewelry store,4.2,624,"Muzaffarpur, Bihar",098350 63928,
"Dilip Mishthan Raghunathpur Amarakh, Bihar",26.0484141,85.4380969,Sweet shop,5,27,"Raghunathpur Amarakh, Bihar",,
"New Famous Tailors Patna, Bihar",25.5982654,85.1868403,Clothing store,1,1,"Patna, Bihar",095071 17567,
"Ashok Kirana Muzaffarpur, Bihar",26.1196607,85.390982,General store,4.2,19,"Muzaffarpur, Bihar",098354 86792,
"Sahu Mishthan Bhandar, Bhagwanpur Bhagwanpur, Bihar",25.8561165,85.2927398,Indian sweets shop,4,8300,"Bhagwanpur, Bihar",097981 07505,
"Vaishali Sweet & Pastry Muzaffarpur, Bihar",26.102604,85.3570241,Sweet shop,3.6,29,"Muzaffarpur, Bihar",,
"KRISHNASHREE Patna, Bihar",25.6292147,85.1045718,Fast Food,4.1,6100,"Patna, Bihar",072800 48160,
"Greenply Plywood (City Ply & Glass House) - Best Plywood Shop And Dealer In Fulwari Market, Muzaffarpur Muzaffarpur, Bihar",26.130528,85.367289,Lumber store,4.3,78,"Muzaffarpur, Bihar",093555 70177,",Delivery"
"Sulabh Sweets Muzaffarpur, Bihar",26.1026323,85.4042508,Food court,3.9,198,"Muzaffarpur, Bihar",092042 43308,
"Keventers - Kankarbagh, Patna Patna, Bihar",25.6003055,85.1551255,Cafe,4.3,412,"Patna, Bihar",091995 59990,
"SHANTI JEANS PALACE Belsar, Bihar",25.9813347,85.2299401,Clothing store,4.5,4,"Belsar, Bihar",084029 53506,"Delivery,In-store shopping"
"Agrawal Bakery Muzaffarpur, Bihar",26.1308698,85.3883661,Bakery and Cake Shop,3.2,13,"Muzaffarpur, Bihar",082400 61085,
"Bihar Cloth Agency Bihar Sharif, Bihar",25.1964839,85.5231921,Clothing store,4.8,17,"Bihar Sharif, Bihar",093348 11994,
"Sundar maharaj pedawale Muzaffarpur, Bihar",26.120568,85.3902999,Indian sweets shop,4.3,9,"Muzaffarpur, Bihar",072094 67780,",Delivery"
"Manish Lime(चुना) shop Behea, Bihar",25.5593863,84.454597,Shopping mall,3.2,10,"Behea, Bihar",093082 94095,",In-store shopping"
"Daily Bazaar Bakhtiarpur, Bihar",25.4605391,85.5323155,Wholesaler,3.8,31,"Bakhtiarpur, Bihar",091224 83380,
"Chaurasia Complex Hajipur, Bihar",25.691722,85.2134699,Shopping mall,3.7,79,"Hajipur, Bihar",099550 08134,",In-store shopping"
"SAKET COLLECTION Muzaffarpur, Bihar",26.1194123,85.3920176,Clothing store,4.9,87,"Muzaffarpur, Bihar",096610 30872,"Delivery,In-store shopping"
"Kalkatia Bakery Patna, Bihar",25.6183443,85.1559282,Bakery and Cake Shop,4.3,1700,"Patna, Bihar",,",Delivery"
"Azad Belt Stores Muzaffarpur, Bihar",26.1224151,85.3856506,Belt shop,4.5,23,"Muzaffarpur, Bihar",,"In-store pick-up,In-store shopping"
"Aashirwad Pets Shop Patna, Bihar",25.6131624,85.1665421,Pet store,3.9,362,"Patna, Bihar",093343 36881,
"Balaji Foam And Furnishing Patna, Bihar",25.6115403,85.1541908,Mattress store,4,175,"Patna, Bihar",093341 44232,
"Aashirwad Pets Shop Patna, Bihar",25.6131624,85.1665421,Pet store,3.9,362,"Patna, Bihar",093343 36881,
"Falak Faishal Shoo Shop Hardiya, Bihar",25.5310245,84.5007213,Shoe store,,,"Hardiya, Bihar",,
"Kapda Bazar Patna, Bihar",25.5968126,85.1857004,Men's clothing store,4,4,"Patna, Bihar",074809 41196,",In-store shopping"
"Shree Balaji Sweets Muzaffarpur, Bihar",26.1015197,85.3890584,Sweet shop,4.6,56,"Muzaffarpur, Bihar",094718 06686,
"GOKUL SWEETS Muzaffarpur, Bihar",26.1268378,85.3741728,Sweet shop,3.9,386,"Muzaffarpur, Bihar",098356 45157,
"Bihar Dairy And Sweets Muzaffarpur, Bihar",26.0973861,85.3864945,Sweet shop,4,77,"Muzaffarpur, Bihar",070330 39275,
"Subodh Ice Cream Shop World Famous And Factory Amaitha, Jaintpur, Bihar",26.1211153,85.1812573,Ice Cream,,,"Amaitha, Jaintpur, Bihar",077668 22400,",Takeaway"
"CookBook Cafe Patna, Bihar",25.6290804,85.1046089,Restaurant,4,4300,"Patna, Bihar",090903 80803,
"Prem Sweets Patna, Bihar",25.6189628,85.1617315,Sweet shop,4.1,238,"Patna, Bihar",093349 57664,
"Dharmendra kirana store Loma, Hazrat Jandaha, Bihar",25.7352622,85.53422,General store,4.4,7,"Loma, Hazrat Jandaha, Bihar",082105 36713,
"Nagarmal Shankerlal Patna, Bihar",25.6157419,85.153573,Clothing store,4,3,"Patna, Bihar",0612 267 5899,",Delivery"
"NAGO RAM TEA STALL, SONO CHOWK BEHIND V-BAZAAR MALL Tola Sono",24.739092,86.306687,Tea store,4,4,Tola Sono,077396 58366,"Takeaway,Dine-in"
Balaur dih  Bihar,26.0162275,85.2903646,Home goods store,4.2,103,Bihar,070708 17104,"In-store pick-up,In-store shopping"
"Sudhir Kirana Store Patna, Bihar",25.6121544,85.1983672,Indian grocery store,4.6,8,"Patna, Bihar",,
"Surbhi Dresses Bhagwanpur, Bihar",26.1211752,85.3494335,Men's clothing store,4.1,119,"Bhagwanpur, Bihar",094314 74468,
"Relations The Outfit Shop Bihar Sharif, Bihar",25.1959499,85.5201097,Clothing store,4,5,"Bihar Sharif, Bihar",080515 86383,",In-store shopping"
"Kalyan Jewellers Kalambagh chowk Muzaffarpur, Bihar",26.1123574,85.3838241,Jewelry store,5,1,"Muzaffarpur, Bihar",,",Delivery"
"Modi Brothers Patna, Bihar",25.6040709,85.1349313,Uniform store,4,7,"Patna, Bihar",074880 10226,
Ali bhai Ki Dukan Bihar,25.6194589,85.1466053,Shopping mall,5,2,Bihar,,
"555 Baba Lahthi Bhandar Muzaffarpur, Bihar",26.1223517,85.3855544,Bangle Shop,5,3,"Muzaffarpur, Bihar",,
"bridal zone Patna, Bihar",25.6093347,85.1366326,Clothing store,3.5,25,"Patna, Bihar",093086 30422,
"Shri Ram Marble Murti Patna, Bihar",25.602674,85.159947,Idol manufacturer,4.8,88,"Patna, Bihar",091225 89442,",On-site services"
"SITARAM CHOUDHARY & SONS Mahua, Bihar",25.8147343,85.3969353,Store,4.3,6,"Mahua, Bihar",,
"Monginis Cake Shop Muzaffarpur, Bihar",26.1196607,85.390982,Bakery and Cake Shop,4.1,116,"Muzaffarpur, Bihar",088730 05500,
"BHAGWAN DASS CYCLE STORES(Ravi ji) Muzaffarpur, Bihar",26.1204434,85.3843444,Bicycle Shop,4.6,463,"Muzaffarpur, Bihar",090253 51560,"In-store pick-up,In-store shopping"
"Golu kapda dukaan chhat per sikhao na Nimoia East, Bihar",26.7642708,85.0655947,Clothing store,3.8,4,"Nimoia East, Bihar",,"Delivery,In-store shopping"
"Kanhaiya Sweets and Snacks Hajipur, Bihar",25.6947034,85.2127908,Restaurant,4.2,49,"Hajipur, Bihar",095080 42266,
"New Shree Mewa Jalpan Grih Harpur Anrra, Bihar",25.9154611,85.3888671,Indian sweets shop,4.4,24,"Harpur Anrra, Bihar",082987 88711,",Delivery"
"MEGASHOP Muzaffarpur, Bihar",26.127585,85.3761796,Shopping mall,4.3,6,"Muzaffarpur, Bihar",,",In-store shopping"
Max Store Bihar,25.9644427,85.2722472,Grocery store,3.7,52,Bihar,098185 74089,"In-store pick-up,In-store shopping"
"Zudio - ICON Plaza Mall, Muzaffarpur Muzaffarpur, Bihar",26.1167557,85.3599192,Clothing store,4.2,304,"Muzaffarpur, Bihar",,
"Famous Tailor Sutihar, Chapra, Bihar",25.8590808,84.9727455,Men's clothing store,,,"Sutihar, Chapra, Bihar",095254 02619,"Delivery,In-store shopping"
"New bihar Mislanius Stor Patna, Bihar",25.6139445,85.1724953,Shopping mall,1,1,"Patna, Bihar",099731 53467,",In-store shopping"
"Manoj Kirana And General Stores CRPF Camp, Bihar",26.2113151,85.4064366,Store,4.1,23,"CRPF Camp, Bihar",,
"ABC COMPANY Bhagwanpur, Bihar",26.1280732,85.36171,Furniture store,4.7,7,"Bhagwanpur, Bihar",086510 38527,"Delivery,In-store shopping"
"Shahnaz grocery shop Bhagwanpur, Bihar",26.121106,85.3580415,Indian grocery store,4.2,5,"Bhagwanpur, Bihar",070973 25860,",In-store shopping"
"New Variety Store Patna, Bihar",25.6187889,85.1741814,Convenience store,3.7,55,"Patna, Bihar",,",In-store shopping"
"Shahnaz grocery shop Bhagwanpur, Bihar",26.121106,85.3580415,Indian grocery store,4.2,5,"Bhagwanpur, Bihar",070973 25860,",In-store shopping"
"Google Fashion Nagra, Masrakh, Bihar",25.9032733,84.7566232,Clothing store,4,4,"Nagra, Masrakh, Bihar",085216 52129,"Delivery,In-store shopping"
"New Shree Krishna Sweets Muzaffarpur, Bihar",26.1119885,85.3852489,Sweet shop,3.8,48,"Muzaffarpur, Bihar",094300 52454,"Delivery,In-store shopping"
"Rangoli Colour Lab Hajipur, Bihar",25.6961907,85.2139255,Photo shop,4,125,"Hajipur, Bihar",093342 28897,"In-store pick-up,In-store shopping"
"Gautam Sweets Mahua, Bihar",25.8141457,85.3974755,Sweet shop,3.5,50,"Mahua, Bihar",091229 86406,",Delivery"
"Shifan kitna stor Pastpar, Bihar",25.8291896,86.8119917,Ice Cream,5,1,"Pastpar, Bihar",,",Drive-through"
"Durga Sweets House Bhagwanpur, Bihar",25.8562985,85.2927781,Sweet shop,4.5,11,"Bhagwanpur, Bihar",099056 32236,"Delivery,In-store shopping"
"Sudha milk Dairy Muzaffarpur, Bihar",26.1075325,85.4081,Dairy store,4.1,207,"Muzaffarpur, Bihar",095074 18977,
"Bihar Bakery Muzaffarpur, Bihar",26.1232546,85.3678541,Bakery and Cake Shop,4.9,45,"Muzaffarpur, Bihar",099050 30459,
"The Cakes Muzaffarpur, Bihar",26.1381418,85.365834,Bakery and Cake Shop,4.2,818,"Muzaffarpur, Bihar",087571 33344,
"Bollywood Treats Patna, Bihar",25.6157801,85.1422826,Indian,4,1900,"Patna, Bihar",092047 80258,
"Ganpati Traders Sanitary & Hardware Bhagwanpur, Bihar",26.1228399,85.3583203,Hardware store,4.6,43,"Bhagwanpur, Bihar",,"Delivery,In-store shopping"
"New Chandan Sweets Lalganj, Bihar",25.864988,85.1805953,Restaurant,3.6,271,"Lalganj, Bihar",,"Takeaway,Dine-in"
"Famous Auto Service Kanti, Bihar",26.1709083,85.3409773,Auto electrical service,3.8,31,"Kanti, Bihar",086768 44153,
"Suresh And Company Muzaffarpur, Bihar",26.119869,85.384976,Gun shop,4.2,12,"Muzaffarpur, Bihar",079797 23910,",In-store shopping"
"Upwan Pawbhaji Muzaffarpur, Bihar",26.1077583,85.3892005,Dessert shop,3.9,238,"Muzaffarpur, Bihar",096087 28385,"Drive-through,Dine-in"
"Arihant Chudi Lahthi Bhandar Muzaffarpur, Bihar",26.1216638,85.3835058,Jeweler,4.3,4,"Muzaffarpur, Bihar",094305 44244,",In-store shopping"
"Best Indian Shop Kuboul Dhagha, Bihar",25.986525,86.362868,Shopping mall,5,1,"Kuboul Dhagha, Bihar",,
"Market Shop No 5 Patna, Bihar",25.612591,85.1209939,Clothing store,3.7,3,"Patna, Bihar",0612 252 3443,
"Saharanpur famous furniture Dhanupara, Bihar",26.1391735,85.1787888,Furniture store,3,2,"Dhanupara, Bihar",079066 86447,
"Khan Vastralay chief & best Jibachh Pur, Bihar",26.3239938,87.0374413,Clothing store,5,1,"Jibachh Pur, Bihar",,
"ROOPKALA VASTRA NIKETAN Muzaffarpur, Bihar",26.033895,85.14437,Clothing store,3,34,"Muzaffarpur, Bihar",06223 255 001,
"Best Potato Shop Sheikhpura, Bihar",25.1379832,85.8392574,Shopping mall,4.7,3,"Sheikhpura, Bihar",,
"Priya and Pallavi fancay readymade shop Asthawan, Bihar",25.2169874,85.6280121,Clothing store,5,6,"Asthawan, Bihar",,
"City Meat Mall Patna, Bihar",25.5781507,85.0553916,Chicken & Mutton Shop,4.6,57,"Patna, Bihar",086038 07737,
"Roop singar fancy store Katassa, Bihar",26.1473343,85.7002641,Shopping mall,3.7,3,"Katassa, Bihar",,
"CENTRUM MALL Muzaffarpur, Bihar",26.1207316,85.3930501,Shopping mall,4.1,91,"Muzaffarpur, Bihar",,
"Orbit Super Market Patna, Bihar",25.613255,85.1220827,Grocery store,4.8,28,"Patna, Bihar",094730 33131,
"Fashion Shopper Patna, Bihar",25.6164771,85.1207235,Western apparel store,4.3,3,"Patna, Bihar",097985 94474,
"Quasim Chacha, the complete family shop Bihar",25.886733,85.0261086,Clothing store,3.8,6,Bihar,,
"Famous Mattan Shop Kishunganj, Bihar",25.6859373,86.9456253,Dairy store,,,"Kishunganj, Bihar",074629 89974,
M/s Raghunath Prasad Muzaffarpur,26.1194972,85.3818184,General store,3.5,4,Muzaffarpur,072093 18540,
"Neel Kamal Vastralaye Sarai, Bihar",25.7813926,85.2743477,Store,4.5,4,"Sarai, Bihar",087573 16705,
"Sangam Kirana Muzaffarpur, Bihar",26.1307275,85.3618241,General store,5,4,"Muzaffarpur, Bihar",,
Shivam sagar Bihar,25.9644427,85.2722472,Clothing store,4,1,Bihar,093346 03863,
"The Fashion Mart Fatehpur, Bihar",26.4003205,84.2581695,Outdoor clothing and equipment shop,,,"Fatehpur, Bihar",,
"Famous of rajsthan ice gola Patna, Bihar",25.5984364,85.1128664,Ice Cream,,,"Patna, Bihar",,
"Shop Singheshwar, Bihar",25.9835474,86.799258,Clothing store,,,"Singheshwar, Bihar",,
"Ima Market Imphal, Manipur",24.8078205,93.933837,Market,4.3,12000,"Imphal, Manipur",,
"Manipur Online Shopping - Online Keithel Imphal, Manipur",24.8017305,93.9290444,Clothing store,4.7,13,"Imphal, Manipur",690963320,"Delivery,In-store pick-up"
"CSC KHWAIRAMBAND Imphal, Manipur",24.8016145,93.9354077,Market,4.2,1900,"Imphal, Manipur",,",In-store shopping"
"Mamcy Mall Imphal, Manipur",24.8188534,93.9388615,Shopping mall,4,712,"Imphal, Manipur",,",On-site services"
"Alibaba's Store Imphal, Manipur",24.8169348,93.9388334,Convenience store,3.9,339,"Imphal, Manipur",,",In-store shopping"
"Wellness coach Imphal, Manipur",24.8122981,93.9357419,Weight loss service,3.9,410,"Imphal, Manipur",,
"Van Heusen - Pauna Bzr, Imphal Imphal, Manipur",24.8058399,93.9346174,Clothing store,3.9,185,"Imphal, Manipur",0385 244 7291,"Delivery,In-store shopping"
"Manipurtimes Shopping Imphal, Manipur",24.794266,93.9408238,Craft store,3.2,6,"Imphal, Manipur",070056 66123,",Delivery"
"Max Kongba Uchekon, Imphal, Manipur",24.7763103,93.963612,Shopping mall,4.6,117,"Kongba Uchekon, Imphal, Manipur",070057 14979,",On-site services"
"DISCOUNT STORE Imphal, Manipur",24.789904,93.9143752,Shoe store,4.1,161,"Imphal, Manipur",,"In-store pick-up,In-store shopping"
"Fashion & Entertainment Store Imphal, Manipur",24.8001151,93.9523553,Men's clothing store,4.2,164,"Imphal, Manipur",097744 39725,"In-store pick-up,In-store shopping"
"Mapok Langol Fashion Porompat, Manipur",24.8074604,93.9570325,Women's clothing store,4.3,58,"Porompat, Manipur",,"In-store pick-up,In-store shopping"
"Kumar's Variety Store Imphal, Manipur",24.7815005,93.9378897,Grocery store,4.2,230,"Imphal, Manipur",,",In-store shopping"
"La Food World Departmental Store Imphal, Manipur",24.7511558,93.9339389,Department store,4.4,167,"Imphal, Manipur",,
"Planet Fashion Store Imphal, Manipur",24.817994,93.9387251,Clothing store,3.5,26,"Imphal, Manipur",090777 63255,",Delivery"
"Leima Shopping Plaza Imphal, Manipur",24.8051496,93.9350349,Shopping mall,3.4,206,"Imphal, Manipur",,
"LibaMartPurul Imphal, Manipur",24.8183671,93.9258595,Supermarket,3.6,1100,"Imphal, Manipur",,
"Pantaloons (Thangal Bazar, Imphal) Imphal, Manipur",24.8096078,93.9353966,Clothing store,4.4,29,"Imphal, Manipur",091473 28624,"Delivery,In-store shopping"
"Pan 150 Imphal, Manipur",24.7920083,93.92691,Tobacco shop,4.2,570,"Imphal, Manipur",,
"MUMUSO - Imphal, Manipur Imphal, Manipur",24.8048039,93.9345895,Shopping mall,4.2,162,"Imphal, Manipur",098634 08212,
Makey Online Manipur Manipur,24.815097,93.9369148,Clothing store,4.1,113,Manipur,098631 93941,
"Hayumsidaba Imphal, Manipur",24.7606687,93.9213551,Iron & Steel Store,4.3,23,"Imphal, Manipur",,"Delivery,In-store shopping"
WoW 'WORLD OF WOMEN ' Manipur,24.8168115,93.938841,Shopping mall,3.9,12,Manipur,,
"Vishal Mega Mart Imphal, Manipur",24.7697528,93.9367848,Hypermarket,3.9,1900,"Imphal, Manipur",093184 92866,
"Pena departmental store, Imphal, Manipur",24.8027284,93.923853,Department store,4,88,"Imphal, Manipur",,",Delivery"
"Ema Keithel Complex (Old Market shed) Imphal, Manipur",24.8082,93.9354276,Market,4.4,112,"Imphal, Manipur",,",In-store shopping"
"Louis Philippe,imphal Imphal, Manipur",24.8192223,93.9390071,Men's clothing store,4.2,46,"Imphal, Manipur",093625 09706,",Delivery"
"Namo Supermarket Imphal, Manipur",24.8104672,93.9355494,Grocery store,3.9,334,"Imphal, Manipur",,
"all we need store Imphal, Manipur",24.8078583,93.949928,Department store,4.3,30,"Imphal, Manipur",,",Delivery"
"Sweets House Imphal, Manipur",24.8147841,93.9377748,Sweet shop,4,17,"Imphal, Manipur",087310 16842,
"AND Mamcy Mall Imphal West, Manipur",24.818858,93.93891,Western apparel store,4.9,7,"Imphal West, Manipur",081001 56328,"Delivery,In-store shopping"
"GREEN PAAN CORNER Imphal, Manipur",24.8122543,93.9471763,Paan shop,4.4,38,"Imphal, Manipur",,
"Sohani Imphal, Manipur",24.8069129,93.9342588,Clothing store,5,10,"Imphal, Manipur",,",In-store shopping"
"TRENDS Imphal, Manipur",24.806033,93.9343952,Clothing store,4,22,"Imphal, Manipur",095603 31807,",In-store shopping"
"Imphal Mart Imphal, Manipur",24.8072763,93.9477396,Shopping mall,3.7,12,"Imphal, Manipur",081190 60230,
"TRENDS Imphal, Manipur",24.806033,93.9343952,Clothing store,4.3,15,"Imphal, Manipur",085276 29964,",In-store shopping"
"Hei-lei creations Imphal, Manipur",24.7997663,93.927486,Gift shop,4.1,27,"Imphal, Manipur",,
"Rani Handloom House Imphal, Manipur",24.793503,93.9533088,Boutique,4.3,45,"Imphal, Manipur",,",Delivery"
"Butterfly Boutique Imphal, Manipur",24.8255301,93.9468454,Clothing store,4.2,13,"Imphal, Manipur",+1 708-595-2425,",Delivery"
"Makha Leikai Naodam Bazar Kakching, Manipur",24.4921372,93.9884307,Supermarket,4.1,144,"Kakching, Manipur",,",In-store shopping"
"NANNI'S Imphal, Manipur",24.8038001,93.9347758,Clothing store,4.3,30,"Imphal, Manipur",098621 89171,"In-store pick-up,In-store shopping"
"Shanti Bazar Leimaram, Manipur",24.7164069,93.785356,Market,4.1,51,"Leimaram, Manipur",,",In-store shopping"
"Jockey Exclusive Store Imphal, Manipur",24.7788971,93.9392457,Clothing store,4.2,92,"Imphal, Manipur",087944 93759,"Kerbside pickup,In-store shopping"
"Boboi Variety Store Bishnupur, Manipur",24.7170273,93.835698,Market,4,1100,"Bishnupur, Manipur",076298 63909,",In-store shopping"
"BAZAR INDIA Imphal, Manipur",24.8256803,93.9452596,Clothing store,3.8,42,"Imphal, Manipur",091489 71029,",Delivery"
"Kakching Lamkhai Bazar Kakching, Manipur",24.4968049,94.0117861,Shopping mall,4,605,"Kakching, Manipur",,",In-store shopping"
"Kakching Bazar Kakching, Manipur",24.498248,93.9811834,Market,4.2,1400,"Kakching, Manipur",,
"GEETAPIYARI DEPARTMENTAL STORE Imphal, Manipur",24.7936644,93.9455145,Supermarket,4.2,42,"Imphal, Manipur",070056 25209,
"Imphal city mall Awang Leikinthabi, Manipur",24.9269202,93.8967178,Shopping mall,4.1,11,"Awang Leikinthabi, Manipur",,
"Premjit computerized Thoubal, Manipur",24.6314838,93.9333964,Market,4.1,84,"Thoubal, Manipur",,
"AVp Imphal Imphal, Manipur",24.8152486,93.9539521,Market,4,183,"Imphal, Manipur",,",On-site services"
"Navika Store Imphal, Manipur",24.8101124,93.9342042,Grocery store,4.8,6,"Imphal, Manipur",,"In-store pick-up,In-store shopping"
